323611	390394
290374	291574
68672	531702
26458	387700
440809	495563
178288	406399
14581	69407
136243	239482
82767	545663
331715	425350
25313	386303
77780	485027
165283	297527
17582	73704
350093	467904
63449	317201
244675	463135
11175	176453
27156	520623
163831	541191
273702	521327
42513	70611
64539	266147
200636	547193
350570	375837
350745	446143
338431	503121
167534	357720
228924	411736
89973	543534
334757	463844
16666	396604
138831	533422
28384	510592
365863	365867
200817	201771
284661	346079
89378	413283
1985	410970
187902	499528
204032	519244
28816	486531
282414	319805
265387	392059
305174	397685
321875	394112
42325	172506
129711	145875
57159	492539
355423	474066
312060	468836
221850	359419
136673	144895
311073	383101
220362	432981
96908	528888
47269	177461
275592	426721
21640	447479
78414	392888
392509	477264
270775	290826
60415	87255
304440	395240
328714	495022
259658	383238
114533	172857
434781	528026
178666	388170
406247	518019
98545	172246
365962	467447
250583	250585
424787	506351
517008	535864
140095	301619
42899	59459
182929	464007
151105	485612
16163	89837
109200	544709
343893	353523
135552	497452
78565	447165
221147	283875
12576	385975
120091	512709
192464	321179
143726	198163
386031	469486
65781	115213
207312	499006
294211	518770
581	14026
29212	36299
330113	395670
59852	87174
117752	311546
337455	485946
111022	486082
175819	313683
543197	543844
177363	532207
109400	224092
216243	414336
395764	530422
315733	398994
187343	279198
178775	375391
54391	102158
481613	481622
183795	327962
60909	252659
124391	393750
162077	266989
51600	403350
358890	422285
153099	354355
38310	112324
251391	483861
477546	533560
94158	341410
11962	161599
283073	528103
25615	210234
321173	481037
143051	363214
93567	129495
16367	544471
242158	324093
7512	63057
172145	485133
256570	301498
386898	495669
481399	500733
58931	277731
196180	501556
10342	379248
342449	535544
225434	331814
320423	353204
137990	428792
112221	412981
94173	190860
285636	458748
104622	507910
427244	475099
42714	531753
440614	474568
99976	117880
106878	365502
175309	450969
436448	546098
150835	543428
19340	80554
139394	441571
347941	518085
7177	14025
420598	545102
31489	264853
212306	266113
279271	547126
208679	352492
184001	310924
403175	518904
17981	303793
298114	372693
335327	335368
141846	245243
129859	521027
36897	316246
448993	489309
58812	155188
16218	174190
222342	281273
88272	108435
125058	520253
122336	416498
353197	442161
340500	388475
92847	464889
255006	322391
178496	518019
305883	402971
158130	281681
108124	111213
29375	326215
138530	368067
51536	181996
30647	80207
40280	451684
132989	411108
390268	543982
126684	256503
51487	543912
150968	530951
127417	379452
372571	448709
191122	359811
42831	458869
303222	384422
411967	492817
360583	429354
330234	455072
164151	492176
57595	117306
356018	437704
234786	369594
200906	407497
327269	391303
199606	476974
175006	478337
411825	536655
252751	457167
109225	184078
64516	93752
24094	473579
212175	345176
19615	424133
32386	468233
28521	82812
11736	288636
360048	496900
175828	239025
525148	546845
287720	509566
7985	491633
73067	389999
65826	96684
182646	413455
58600	544388
90274	468487
445888	535722
15426	110001
180237	236703
180151	228478
44159	230214
109317	199317
239107	506027
66031	115515
341920	454353
263247	323671
35684	369532
2655	189303
271159	544234
46261	531344
56749	541825
346913	401231
229613	253842
53503	492827
461603	498966
311566	476365
46663	530545
55710	518431
115912	435948
220008	371611
380534	464812
202932	452534
1749	353193
276450	406408
265712	545901
69322	139134
492925	507964
30608	101698
174842	426666
417178	427012
335259	495053
143975	261398
248	436875
177558	409537
92154	225002
6431	193381
424964	505955
275541	474918
362129	480271
224735	530218
60188	65910
261030	479134
244909	454182
236849	264599
327147	473768
256051	262054
22148	267514
163599	378124
2648	375717
92120	312091
242891	500671
165111	344352
68139	426857
263360	363809
215571	350259
62871	527219
25873	282712
84	384397
14653	437050
536134	538216
8058	280971
187621	468981
182231	508807
98554	276517
66247	510263
459873	523927
189018	397236
258955	406133
45015	344139
303973	465126
218393	371643
62242	380646
283325	421984
170741	528638
189582	542503
82420	194410
317824	354521
471191	489863
161912	407014
326787	491030
518414	546277
463627	530112
446067	544197
22661	91621
219194	454498
249558	351642
81337	83862
15125	418596
18173	296326
40225	353452
80077	454303
109813	546925
259977	293847
455958	472912
207244	318722
203791	440875
311131	446863
59238	440257
129527	359654
169194	368082
344909	489342
342603	376680
398387	439132
244835	539383
456832	480811
138688	425605
327464	437159
194718	542503
352037	481054
372664	449740
89587	137277
240326	425568
49925	279674
83220	90095
118358	120820
129891	319226
383751	452097
299816	374383
137023	403503
148717	177435
383200	541929
87421	507642
79623	447432
68236	510788
145000	490521
183510	193146
85216	183260
96186	230348
211113	258706
19206	222753
453024	521212
74882	325801
283276	442375
360670	498238
272696	478581
422468	527349
335970	474260
255293	299070
19291	460035
138819	172927
220301	522791
181237	244616
149021	494382
379466	529062
103112	318172
323574	359358
357409	358511
64080	393881
44321	76783
41865	489809
331045	544220
437527	483648
352152	535300
19952	392275
172325	322525
330736	378933
135411	422659
22711	25748
274333	385975
444519	513693
545070	546668
522717	527078
252521	282368
133801	180637
190048	391508
336709	463741
128132	307947
66827	157157
24137	101551
269756	290363
179423	226362
205165	509496
396295	433467
313232	337627
242653	268809
117626	143821
23294	536050
81162	457489
7522	470619
129322	198426
22843	136297
434826	544395
219258	410203
92970	364851
174151	321609
347936	439169
253186	487451
406794	475667
14948	247651
225560	225561
297258	432477
86367	541995
140069	468023
1631	503588
26090	521096
35075	60616
241500	288306
312507	548458
149362	382147
103758	279557
236091	534477
132303	503413
225357	375491
544169	548266
66113	91542
169714	485962
71453	531855
52466	116820
39385	46183
13802	26243
36181	347519
110252	179124
57574	106027
98411	444768
46942	100682
148717	184628
22939	161455
283538	410153
168012	412720
354997	505575
262351	431321
194810	275814
221133	541227
255061	278569
36111	305802
228522	403318
370979	500473
84626	374581
207715	461620
177968	387699
224693	378701
48860	410369
222535	325924
35512	54445
42578	169850
1801	337996
54497	198434
315133	475207
145100	299899
250904	393100
96445	302286
149222	535136
344588	548464
37265	251466
214048	232138
5361	58257
10469	126280
350980	429315
64754	122359
46684	157851
91978	431082
218868	299634
15244	276640
368881	547914
60549	543106
112790	378644
160464	507907
148657	413163
176310	292244
222704	293926
316177	337475
85522	444618
242581	513571
10853	210537
299044	363725
17023	125825
90105	265309
269266	343363
121306	446391
154326	473437
29397	172496
119502	142704
55214	317153
40719	146112
337250	371814
187712	332785
36574	61093
27940	503458
121043	475420
61111	495676
308517	380502
227312	534879
27392	401514
142516	344313
42477	224843
230079	403177
62681	492519
60279	194683
466254	482204
447840	540737
16853	541987
174884	428394
77064	528678
12842	204202
219484	281961
319004	540197
190756	385681
341417	461387
12234	504264
420353	475929
181412	305196
454830	488053
220726	288389
313654	400779
97195	177537
295924	311867
39415	517218
131993	252241
219976	219977
115759	298651
133419	418538
237445	491735
85804	206167
34626	278374
42427	66688
30939	455502
520549	520795
32571	47473
201943	439268
382463	454313
365774	489940
110550	529171
126413	355697
269951	396939
